tconst,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt7616534,The Beaning,0,2017,\N,9,"Documentary,History,Horror",6.9,59.0
tt7618434,Mirada de cristal,0,2017,\N,82,Horror,6.4,91.0
tt7620598,The Nights Before Christmas,0,2019,\N,103,Horror,3.6,189.0
tt7621284,Roxxy,0,2018,\N,5,"Horror,Short",5.4,22.0
tt7623686,Barracuda,0,2017,\N,\N,"Comedy,Drama,Horror",6.1,8.0
tt7624264,Shooting Samantha,0,2017,\N,\N,"Horror,Short",2.4,7.0
tt7624758,The Count Lucanor,0,2016,\N,\N,Horror,7.5,15.0
tt7624934,Zoo,0,2018,\N,95,"Comedy,Drama,Horror",5.6,1454.0
tt7625142,Emily Wants to Play Too,0,2017,\N,\N,Horror,5.8,12.0
tt7625154,The Vampire King,0,2017,\N,75,Horror,4.3,33.0
tt7625238,Emily Wants to Play,0,2015,\N,\N,Horror,5.9,32.0
tt7626398,Lock All Doors,0,2017,\N,5,"Horror,Short",5.8,5.0
tt7627782,Jing Cheng 81 hao 2,0,2017,\N,97,"Horror,Thriller",5.1,56.0
tt7627796,My School 9: The Reunion,0,2017,\N,85,Horror,7.6,5.0
tt7629622,Sweetie,0,2017,\N,11,"Horror,Short",9.4,8.0
tt7629820,Stalin's revenge,0,2017,\N,6,"Comedy,Horror,Short",6.8,32.0
tt7630218,Earth,0,2017,\N,\N,"Animation,Comedy,Horror",7.9,12.0
tt7631032,Bango,0,2017,\N,13,"Horror,Short",7.1,30.0
tt7631294,The Day After Halloween,0,2018,\N,48,Horror,5.5,6.0
tt7631320,Aura,0,2018,\N,82,Horror,3.6,256.0
tt7631430,Technology,0,2017,\N,\N,"Animation,Comedy,Horror",7.6,12.0
tt7631452,Paradise,0,2017,\N,\N,"Animation,Comedy,Horror",7.7,10.0
tt7631786,Charlotte,0,2017,\N,83,Horror,3.3,255.0
tt7633422,Scary Christmas,0,2017,\N,\N,"Horror,Short",2.4,8.0
tt7633674,Post Mortem Mary,0,2017,\N,10,"Horror,Short",7.2,102.0
tt7634994,The Neighbors,0,2017,\N,\N,"Horror,Short",6.4,16.0
tt7635036,Love Immortal,0,2019,\N,104,Horror,6.1,148.0
tt7637160,Unhuman Nature,0,2020,\N,66,Horror,2.7,81.0
tt7638072,Spell Claire,0,2017,\N,8,"Horror,Short",7.0,7.0
tt7638094,Ravers,0,2018,\N,90,"Comedy,Horror",4.7,287.0
tt7638442,Ritual & Repetition,0,2017,\N,43,"Drama,Horror,Mystery",8.3,551.0
tt7638444,Unworthy,0,2017,\N,44,"Drama,Horror,Mystery",8.5,633.0
tt7638474,Khara d'ay,0,2016,\N,70,"Horror,Mystery,Thriller",6.1,25.0
tt7638538,Follow,0,2017,\N,22,"Horror,Short",9.4,11.0
tt7638582,Call the Babysitter,0,2017,\N,8,"Horror,Short",7.3,7.0
tt7639086,Saikai,0,2017,\N,\N,"Animation,Drama,Horror",6.2,15.0
tt7639094,Konran,0,2017,\N,23,"Animation,Drama,Horror",5.6,12.0
tt7639096,Yujo,0,2017,\N,\N,"Animation,Drama,Horror",5.2,12.0
tt7639100,Kaimei,0,2017,\N,23,"Animation,Drama,Horror",4.7,11.0
tt7639104,Gokyu,0,2017,\N,23,"Animation,Drama,Horror",4.3,11.0
tt7639106,Hangyaku,0,2017,\N,\N,"Animation,Drama,Horror",4.6,11.0
tt7639488,Apocalypse Then,0,2018,\N,46,"Drama,Horror,Thriller",8.1,3018.0
tt7640050,Chapter Two: The Mall Rats,0,2019,\N,50,"Drama,Fantasy,Horror",8.0,14524.0
tt7640228,Inter Star Wars 2. The Last Jehi,0,2017,\N,48,"Action,Comedy,Horror",7.7,267.0
tt7640234,Pierdete entre los muertos,0,2018,\N,65,"Adventure,Drama,Horror",5.2,39.0
tt7640476,Stillborn,0,2017,\N,25,"Fantasy,Horror,Mystery",7.9,15.0
tt7641756,The Fare,0,2018,\N,90,"Horror,Thriller",5.0,6.0
tt7641832,Hot Dog,0,2018,\N,\N,"Drama,Fantasy,Horror",7.4,21.0
tt7642308,Slicker,0,2017,\N,8,"Horror,Short,Thriller",7.0,12.0
tt7642686,The Picture of Dorian Gray,0,2018,\N,74,"Drama,Horror,Thriller",3.9,11.0
tt7642748,Don't Stare,0,2017,\N,8,"Horror,Short,Thriller",4.3,62.0
tt7642974,Lullaby,0,2017,\N,5,"Horror,Short",6.0,10.0
tt7645126,Entry #60,0,2012,\N,15,"Horror,Mystery,Thriller",8.5,11.0
tt7645314,Entry #60.5,0,2012,\N,31,"Horror,Mystery,Thriller",8.7,10.0
tt7645362,Finding Bigfoot,0,2017,\N,\N,Horror,7.0,13.0
tt7645760,Don't Answer the Door,0,2017,\N,10,"Horror,Short",4.0,10.0
tt7646754,Have You Checked on Denny?,0,2016,\N,3,"Comedy,Horror,Short",4.3,37.0
tt7650122,The Remnant,0,2019,\N,17,"Horror,Short",6.1,16.0
tt7650844,Pitón,0,2017,\N,8,"Horror,Short,Thriller",7.0,11.0
tt7651034,Proceeds of Crime,0,2019,\N,10,"Horror,Short",6.7,12.0
tt7651284,Ek Deewaana Tha,0,2017,2018,20,"Drama,Horror,Romance",6.2,110.0
tt7652098,Extraterrestrial,0,2017,\N,8,"Crime,Horror,Sci-Fi",7.1,35.0
tt7652658,Marti,0,2017,\N,\N,"Drama,Fantasy,Horror",5.5,224.0
tt7653908,Axemas 2: Blood Slay,0,2018,\N,34,"Action,Drama,Horror",5.0,24.0
tt7656024,Bad,0,2017,\N,2,"Animation,Comedy,Horror",6.8,22.0
tt7656172,The last days of Earth,0,2017,\N,61,"Drama,Horror,Sci-Fi",7.1,29.0
tt7656438,The Orchard Girl,0,2019,\N,\N,"Horror,Short,Thriller",7.0,9.0
tt7657098,The Temple of Lilith,0,2017,\N,3,"Horror,Short",7.1,51.0
tt7657364,Gothic Harvest,0,2019,\N,82,Horror,3.2,276.0
tt7657698,Run for Your Life,0,2018,\N,\N,"Horror,Thriller",8.8,10.0
tt7657786,La Quinceañera,0,2017,2018,\N,"Horror,Thriller",7.0,35.0
tt7658280,Feast on the Young,0,2017,\N,13,"Fantasy,Horror,Short",4.8,37.0
tt7659376,Evil online: Il Male in Diretta,0,2017,\N,62,Horror,6.9,7.0
tt7659600,The Hole Next Door,0,2016,\N,\N,"Horror,Short",4.9,8.0
tt7661028,The Manson Family Massacre,0,2019,\N,90,"Crime,Horror,Thriller",3.0,271.0
tt7661556,Disociation,0,2018,\N,122,"Comedy,Drama,Horror",7.4,19.0
tt7661922,Trip Ubusan: The Lolas vs Zombies,0,2017,\N,108,"Comedy,Horror",7.3,43.0
tt7662462,Adit,0,2017,\N,4,"Drama,Horror,Short",6.7,36.0
tt7664010,Karpenter,0,2017,\N,60,Horror,3.1,70.0
tt7664188,Inside the House,0,2017,\N,4,"Horror,Short",5.7,9.0
tt7664756,The Demotion,0,2018,\N,22,"Comedy,Crime,Horror",6.8,168.0
tt7664772,Meathook Massacre 4,0,2018,\N,\N,Horror,5.9,66.0
tt7664814,Layers of Fear,0,2015,\N,\N,"Adventure,Horror",7.2,573.0
tt7664984,Coke Head the Clown,0,2017,\N,3,"Horror,Short",6.2,12.0
tt7666050,Spandana,0,2015,\N,131,Horror,6.6,8.0
tt7666954,Safe,0,2018,\N,8,"Horror,Sci-Fi,Short",6.9,16.0
tt7668298,Pandora,0,2017,\N,14,"Action,Horror,Short",6.6,25.0
tt7668430,Macabre Manor,0,2017,\N,\N,"Comedy,Horror",8.4,8.0
tt7669406,"Kambal, karibal",0,2017,2018,\N,"Drama,Horror,Mystery",8.1,36.0
tt7670212,Der goldene Handschuh,0,2019,\N,115,"Crime,Drama,Horror",6.7,10281.0
tt7670466,Torment,0,2017,\N,82,Horror,5.8,5.0
tt7670688,The Evil Within,0,2014,2015,\N,"Action,Adventure,Horror",6.6,7.0
tt7670738,Chrysallis,0,2015,\N,15,"Horror,Mystery,Short",9.6,14.0
tt7670772,The Evil Within 2,0,2017,2017,\N,"Action,Adventure,Horror",8.6,7.0
tt7671414,Thriller,0,2018,\N,87,"Crime,Drama,Horror",3.6,966.0
tt7671432,Mumbo Jumbo,0,2017,\N,\N,"Drama,Horror,Short",7.7,7.0
tt7674516,Unhinged,0,2017,2017,6,"Drama,Horror",3.2,6.0
tt7674862,21st Century Demon Hunter,0,2017,\N,12,"Comedy,Fantasy,Horror",8.0,96.0
tt7677420,"Exorcism at 60,000 Feet",0,2019,\N,95,"Comedy,Horror",4.1,411.0
tt7677542,The Obsessed,0,2019,\N,87,Horror,5.4,7.0
tt7678462,The Watcher's Woods,0,2017,\N,8,"Horror,Sci-Fi",3.8,5.0
tt7679304,The Good Samaritans,0,2018,\N,\N,"Horror,Short",6.6,5.0
tt7679334,Killerhertz,0,2020,\N,80,"Horror,Sci-Fi,Thriller",3.0,40.0
tt7679406,Sense Of Sin,0,2018,\N,25,"Drama,Horror,Short",9.2,5.0
tt7680690,Musclecar,0,2017,\N,77,"Animation,Comedy,Horror",5.2,5.0
tt7681816,Darkwood,0,2017,\N,\N,"Adventure,Horror",7.2,46.0
tt7682670,The Misplaced,0,2018,\N,\N,"Horror,Short",5.2,5.0
tt7683576,Through the Eyes of the Dead,0,2017,\N,5,"Horror,Short",2.0,21.0
tt7685196,Shitters,0,2017,\N,7,"Horror,Music,Short",7.4,11.0
tt7686874,Friendsssss,0,2017,\N,\N,Horror,5.6,7.0
tt7686894,#YoureDead,0,2017,\N,5,"Horror,Short",5.6,15.0
tt7687250,Remember Redfield,0,2018,\N,\N,Horror,5.7,6.0
tt7687334,We Always Find Ourselves in the Sea,0,2017,\N,21,"Horror,Short",6.3,43.0
tt7688206,Touch,0,2018,\N,53,"Drama,Horror,Mystery",8.7,7020.0
tt7688586,Unforgiving: A Northern Hymn,0,2017,\N,\N,Horror,6.5,15.0
tt7690438,Bible Black,0,2017,\N,22,"Animation,Fantasy,Horror",5.0,6.0
tt7690558,Mystery Zone: soul Eating Hill,0,2017,\N,93,"Adventure,Horror,Thriller",4.2,12.0
tt7690762,El pacto,0,2018,\N,106,"Horror,Thriller",5.3,1046.0
tt7690900,Histórias Estranhas,0,2017,\N,75,"Fantasy,Horror,Sci-Fi",6.8,33.0
tt7692822,Driven,0,2019,\N,90,"Comedy,Horror,Thriller",6.3,2084.0
tt7693644,The Core,0,2017,2018,\N,"Horror,Talk-Show",8.3,80.0
tt7694736,Afterlife,0,2017,2017,\N,"Horror,Thriller",6.4,21.0
tt7695246,Smiley's,0,2018,\N,18,"Comedy,Horror,Short",7.8,5.0
tt7695522,Diya,0,2018,\N,122,"Drama,Horror,Thriller",5.7,458.0
tt7697654,A Thing of Dreams,0,2018,\N,11,"Horror,Short",6.8,25.0
tt7697814,Taylor Is Missing,0,2018,\N,20,"Crime,Drama,Horror",4.8,8.0
tt7697916,Chapter Two: The Dark Baptism,0,2018,\N,57,"Drama,Fantasy,Horror",8.2,2429.0
tt7697918,Chapter Three: The Trial of Sabrina Spellman,0,2018,\N,57,"Drama,Fantasy,Horror",7.9,2204.0
tt7697920,Chapter Four: Witch Academy,0,2018,\N,60,"Drama,Fantasy,Horror",8.0,2081.0
tt7697922,Chapter Six: An Exorcism in Greendale,0,2018,\N,50,"Drama,Fantasy,Horror",7.9,1928.0
tt7697926,Chapter Seven: Feast of Feasts,0,2018,\N,55,"Drama,Fantasy,Horror",8.2,1921.0
tt7697928,Chapter Ten: The Witching Hour,0,2018,\N,64,"Drama,Fantasy,Horror",8.6,2047.0
tt7697930,Chapter Nine: The Returned Man,0,2018,\N,61,"Drama,Fantasy,Horror",8.3,1873.0
tt7697932,Chapter Eight: The Burial,0,2018,\N,56,"Drama,Fantasy,Horror",8.2,1852.0
tt7697934,Chapter Five: Dreams in a Witch House,0,2018,\N,54,"Drama,Fantasy,Horror",7.6,2183.0
tt7697958,Chapter Sixteen: Blackwood,0,2019,\N,57,"Drama,Fantasy,Horror",8.3,1297.0
tt7697960,Chapter Fifteen: Doctor Cerberus's House of Horror,0,2019,\N,63,"Drama,Fantasy,Horror",7.6,1485.0
tt7697962,Chapter Seventeen: The Missionaries,0,2019,\N,54,"Drama,Fantasy,Horror",9.1,1800.0
tt7697964,Chapter Thirteen: The Passion of Sabrina Spellman,0,2019,\N,56,"Drama,Fantasy,Horror",8.1,1398.0
tt7697966,Chapter Twelve: The Epiphany,0,2019,\N,55,"Drama,Fantasy,Horror",7.7,1650.0
tt7697968,Chapter Fourteen: Lupercalia,0,2019,\N,61,"Drama,Fantasy,Horror",8.0,1406.0
tt7697970,Chapter Eighteen: The Miracles of Sabrina Spellman,0,2019,\N,57,"Drama,Fantasy,Horror",8.8,1390.0
tt7697972,Chapter Nineteen: The Mandrake,0,2019,\N,53,"Drama,Fantasy,Horror",8.7,1334.0
tt7697974,Chapter Twenty: Mephisto Waltz,0,2019,\N,62,"Drama,Fantasy,Horror",8.8,1544.0
tt7698438,Pilot,0,2018,\N,\N,"Drama,Fantasy,Horror",8.4,30.0
tt7699914,Horror Movie 5,0,2017,\N,\N,Horror,8.5,6.0
tt7700214,Windows,0,2016,\N,2,"Horror,Short",7.6,7.0
tt7700930,Unwelcome Visitor / Steven's Imaginary Friend,0,2017,\N,\N,"Documentary,Horror",7.0,6.0
tt7700934,Psycho-Oh!/Pain in the Attic,0,2017,\N,\N,"Documentary,Horror",6.8,5.0
tt7700952,The Witch / Devil in Disguise,0,2017,\N,\N,"Documentary,Horror",6.6,5.0
tt7701898,The Hell Hound,0,2017,\N,42,"Documentary,Horror",6.9,17.0
tt7702924,Calls,0,2017,\N,10,"Drama,Horror,Mystery",7.5,98.0
tt7704346,Little Necro Red,0,2019,\N,75,"Drama,Horror,Thriller",4.4,514.0
tt7704636,Jul i Blodfjell,0,2017,\N,11,"Comedy,Crime,Horror",7.7,759.0
tt7704904,In-Shadow: A Modern Odyssey,0,2017,\N,13,"Animation,Horror,Short",8.3,182.0
tt7705100,Friendsgiving,0,2018,\N,\N,"Horror,Short",7.1,10.0
tt7705206,Besoin Dead,0,2018,\N,18,"Comedy,Horror,Short",6.3,10.0
tt7705324,Halloween Special,0,2017,\N,33,"Horror,Talk-Show",8.7,6.0
tt7705872,The Ghost Town At Vulture Mine,0,2017,\N,26,"Adventure,Comedy,Horror",7.5,49.0
tt7705884,Three Bizarre Cases Of Alien Abductions,0,2017,\N,21,"Adventure,Comedy,Horror",7.3,48.0
tt7705966,The Demonic Goatman's Bridge,0,2017,\N,22,"Adventure,Comedy,Horror",8.5,56.0
tt7705982,The Horrors of Pennhurst Asylum,0,2017,\N,23,"Adventure,Comedy,Horror",7.9,49.0
tt7705988,Roswell's Bizarre UFO Crash,0,2017,\N,28,"Adventure,Comedy,Horror",7.6,49.0
tt7706006,The Mysterious Disappearance of the Roanoke Colony,0,2017,\N,22,"Adventure,Comedy,Horror",7.9,53.0
tt7706022,London's Haunted Viaduct Tavern,0,2017,\N,22,"Adventure,Comedy,Horror",7.6,49.0
tt7706046,The Ghosts and Demons Of Bobby Mackey's,0,2017,\N,19,"Adventure,Comedy,Horror",7.6,62.0
tt7706060,Bigfoot: The Convincing Evidence,0,2017,\N,22,"Adventure,Comedy,Horror",7.7,58.0
tt7706076,3 Real-Life Creepy Cases Of Ancient Aliens,0,2017,\N,12,"Adventure,Comedy,Horror",7.1,53.0
tt7706166,The Haunted Halls Of Waverly Hills Hospital,0,2017,\N,22,"Adventure,Comedy,Horror",8.5,62.0
tt7706182,The Strangest Disappearances In The Bermuda Triangle,0,2017,\N,14,"Adventure,Comedy,Horror",7.6,53.0
tt7706186,The Murders That Haunt The Lizzie Borden House,0,2017,\N,20,"Adventure,Comedy,Horror",8.2,55.0
tt7706188,The Spontaneous Human Combustion Of Mary Reeser,0,2017,\N,13,"Adventure,Comedy,Horror",7.3,49.0
tt7706200,The Haunting Of The Salem Witch Trials,0,2017,\N,21,"Adventure,Comedy,Horror",7.8,54.0
tt7706206,The Haunted Quarters Of The Dauphine Orleans Hotel,0,2017,\N,17,"Adventure,Comedy,Horror",8.2,53.0
tt7706210,The Bizarre Voodoo World Of New Orleans,0,2017,\N,24,"Adventure,Comedy,Horror",7.6,52.0
tt7708470,The Bloody Man,0,2020,\N,133,Horror,7.9,19.0
tt7708998,The People's Network Showcase: Horror Edition,0,2016,\N,90,Horror,6.6,7.0
tt7709490,Ride,0,2016,\N,2,"Horror,Short",8.0,6.0
tt7709698,Don't Breathe: Creepy House,0,2016,\N,4,"Horror,Short",7.5,32.0
tt7709714,Don't Breathe: Man In The Dark,0,2016,\N,3,"Horror,Short",6.7,27.0
tt7709720,Don't Breathe: No Escape,0,2016,\N,3,"Horror,Short",7.5,79.0
tt7709724,Don't Breathe: Meet The Cast,0,2016,\N,4,"Horror,Short",5.9,24.0
tt7709804,A Child's Voice,0,2018,\N,82,"Drama,Horror,Mystery",5.4,270.0
tt7710830,Episode #1.1,0,2017,\N,\N,"Comedy,Fantasy,Horror",8.3,82.0
tt7711250,Elojuhla,0,2018,\N,\N,"Horror,Short",7.4,10.0
tt7711764,Pentagram,0,2019,\N,80,Horror,2.9,163.0
tt7712376,Slaughterhouse: House of Whores 2.5,0,2017,\N,61,Horror,6.0,7.0
tt7712460,REM,0,2017,\N,\N,"Horror,Short",6.8,9.0
tt7712746,Alpha Wolf,0,2018,\N,85,"Horror,Thriller",3.2,291.0
tt7713246,Arte Factum,0,2017,\N,\N,"Drama,Fantasy,Horror",8.4,5.0
tt7713308,Old Man of the Rooks,0,2018,\N,\N,Horror,7.4,8.0
tt7713454,6am to 9am,0,2019,\N,\N,"Crime,Drama,Horror",6.8,447.0
tt7714290,Freddy Fazbear's Pizzeria Simulator,0,2017,\N,\N,"Horror,Sci-Fi,Thriller",6.7,203.0
tt7714520,From Beyond,0,2017,\N,\N,Horror,7.1,90.0
tt7714716,Mate!,0,2019,\N,2,"Horror,Short",4.9,32.0
tt7715102,Shockers,0,2016,\N,13,Horror,5.7,33.0
tt7715174,LAZARUS,0,2018,\N,10,"Drama,Horror,Mystery",7.9,7.0
tt7715192,Winterskin,0,2018,\N,84,"Action,Fantasy,Horror",3.8,250.0
tt7717990,Alem-i Cin,0,2018,\N,93,Horror,3.9,202.0
tt7718488,Darkness Falls,0,2017,\N,14,Horror,6.2,23.0
tt7720302,Fazbear & Friends,0,2015,\N,8,"Animation,Comedy,Horror",7.4,8.0
tt7720914,Eyecatcher,0,2018,\N,15,"Horror,Short",6.3,7.0
tt7720924,Charli XCX: Famous,0,2015,\N,4,"Fantasy,Horror,Music",6.2,19.0
tt7721046,Los Espookys,0,2019,\N,26,"Comedy,Fantasy,Horror",7.5,1423.0
tt7721742,The Lease,0,2018,\N,96,Horror,4.3,65.0
tt7722868,Gremlins: Recall,0,2017,\N,11,"Fantasy,Horror,Short",6.3,139.0
tt7724410,Larry,0,2017,\N,5,"Horror,Short",6.2,286.0
tt7724874,Premika,0,2017,\N,90,"Comedy,Horror",6.5,81.0
tt7724952,Retch,0,2018,\N,14,"Horror,Short",5.2,8.0
tt7725478,Freelancer,0,2017,\N,15,"Comedy,Drama,Horror",8.0,22.0
tt7725702,The Madame in Black,0,2017,\N,23,Horror,6.8,22.0
tt7726282,Burn in Hell,0,2017,\N,\N,Horror,7.5,17.0
tt7726764,Gone,0,2018,\N,17,"Horror,Mystery,Short",5.3,13.0
tt7727320,Episode #1.1,0,2017,\N,22,"Comedy,Crime,Horror",7.9,18.0
tt7727326,Episode #1.2,0,2017,\N,\N,"Comedy,Crime,Horror",7.5,16.0
tt7727338,Episode #1.3,0,2017,\N,\N,"Comedy,Crime,Horror",7.5,16.0
tt7727344,Episode #1.4,0,2017,\N,\N,"Comedy,Crime,Horror",7.4,15.0
tt7727356,Episode #1.5,0,2017,\N,\N,"Comedy,Crime,Horror",7.4,15.0
tt7727358,Episode #1.6,0,2017,\N,\N,"Comedy,Crime,Horror",7.5,16.0
tt7727362,Episode #1.7,0,2017,\N,\N,"Comedy,Crime,Horror",7.9,16.0
tt7727372,Episode #1.8,0,2017,\N,\N,"Comedy,Crime,Horror",7.8,16.0
tt7727378,Episode #1.9,0,2017,\N,\N,"Comedy,Crime,Horror",7.5,15.0
tt7727380,Episode #1.10,0,2017,\N,\N,"Comedy,Crime,Horror",7.3,15.0
tt7727382,Episode #1.11,0,2017,\N,\N,"Comedy,Crime,Horror",7.3,15.0
tt7727384,Episode #1.12,0,2017,\N,\N,"Comedy,Crime,Horror",7.7,16.0
tt7727388,Episode #1.13,0,2017,\N,\N,"Comedy,Crime,Horror",7.4,15.0
tt7727390,Episode #1.14,0,2017,\N,\N,"Comedy,Crime,Horror",7.4,15.0
tt7727392,Episode #1.15,0,2017,\N,\N,"Comedy,Crime,Horror",7.4,15.0
tt7727396,Episode #1.16,0,2017,\N,\N,"Comedy,Crime,Horror",7.8,16.0
tt7727400,Episode #1.17,0,2017,\N,\N,"Comedy,Crime,Horror",7.9,16.0
tt7727412,Episode #1.18,0,2017,\N,\N,"Comedy,Crime,Horror",7.6,15.0
tt7727422,Episode #1.19,0,2017,\N,\N,"Comedy,Crime,Horror",7.8,16.0
tt7727430,Episode #1.20,0,2017,\N,\N,"Comedy,Crime,Horror",7.5,15.0
tt7727440,Episode #1.21,0,2017,\N,\N,"Comedy,Crime,Horror",7.4,15.0
tt7727454,Episode #1.22,0,2017,\N,\N,"Comedy,Crime,Horror",7.7,17.0
tt7727484,Episode #1.23,0,2017,\N,\N,"Comedy,Crime,Horror",7.7,16.0
tt7727488,Episode #1.24,0,2017,\N,15,"Comedy,Crime,Horror",8.0,16.0
tt7728604,Subnautica,0,2018,\N,\N,"Action,Adventure,Horror",8.5,557.0
tt7729952,Fear the Walking Dead Survival,0,2017,\N,\N,"Drama,Horror,Sci-Fi",7.1,28.0
tt7730534,Lobisome,0,2018,\N,10,"Horror,Short",5.8,15.0
tt7732524,1993,0,2017,\N,73,Horror,4.7,12.0
tt7733206,"The Sun Is a Dying God, or How the Universe Dreamed of a Fading Moon",0,2017,\N,5,"Horror,Short",6.8,5.0
tt7733446,Skin Baby,0,2018,\N,9,"Horror,Short",4.3,7.0
tt7733848,Radiator Seven,0,2017,\N,5,"Horror,Short",9.4,7.0
tt7733880,Primera comunión: un alma para Satanás,0,2017,\N,6,"Horror,Short",8.9,8.0
tt7736042,Hacksaw,0,2020,\N,68,Horror,1.7,120.0
tt7736104,Gwai mong,0,2017,\N,97,Horror,4.0,104.0
tt7737434,Dark Trepidation 2,0,2019,\N,55,"Fantasy,Horror,Thriller",3.6,5.0
tt7737656,Blood Craft,0,2019,\N,94,"Horror,Thriller",3.4,186.0
tt7737734,The Other Lamb,0,2019,\N,96,"Drama,Horror",5.2,3334.0
tt7738704,Detention,0,2019,\N,80,Horror,3.7,18.0
tt7738930,Üç Harfliler: Beddua,0,2018,\N,90,Horror,6.8,1089.0
tt7738956,Hellbox II: A Dimensão Negra,0,2019,\N,25,"Horror,Short",8.4,80.0
tt7740152,Psychotronika,0,2017,\N,4,"Horror,Short,Thriller",7.2,34.0
tt7740296,Trailer Trauma Part 4: Television Trauma,0,2017,\N,181,Horror,8.1,15.0
tt7740342,The Blair Witch Legacy,0,2018,\N,98,Horror,5.0,42.0
tt7740616,Black Mirror,0,2017,\N,\N,"Adventure,Crime,Horror",5.9,165.0
tt7741292,Eddie Killer's Revenge,0,2017,\N,\N,"Horror,Short,Thriller",7.4,17.0
tt7741388,The Scientist,0,2020,\N,93,Horror,2.7,154.0
tt7741498,Gui chuideng zhi muye gui shi di haibao,0,2017,2017,\N,"Adventure,Horror,Mystery",4.6,5.0
tt7741530,Devil's Trail,0,2017,\N,73,Horror,3.4,157.0
tt7742072,Maria's Tale,0,2018,\N,90,Horror,4.7,15.0
tt7742096,Say,0,2018,\N,\N,Horror,2.8,21.0
tt7744940,Blood Tales,0,2020,\N,96,Horror,8.6,5.0
tt7745080,The Hatred,0,2018,\N,59,"Horror,Thriller,Western",4.6,117.0
tt7745736,Haunted Cabin,0,2017,\N,42,"Documentary,Horror",7.3,10.0
tt7746622,Umskipti: Turn,0,2018,\N,15,"Fantasy,Horror,Short",7.4,7.0
tt7746902,The Stacks,0,2017,\N,8,"Horror,Short",9.4,10.0
tt7747832,Doki Doki Literature Club!,0,2017,\N,\N,"Drama,Horror,Romance",8.2,801.0
tt7748432,Çocuklar Sana Emanet,0,2018,\N,105,"Drama,Fantasy,Horror",5.0,876.0
tt7752126,Brightburn,0,2019,\N,90,"Drama,Horror,Mystery",6.1,80211.0
tt7752302,Phantasmagoria 2: Labyrinths of blood,0,2018,\N,80,Horror,4.3,37.0
tt7753112,Deliria,0,2018,\N,9,"Drama,Horror,Short",6.3,19.0
tt7753708,Lost Boys: The New Breed,0,2018,\N,9,"Horror,Short",5.3,26.0
tt7754472,Los Amos de la Noche,0,2017,\N,\N,"Animation,Horror",7.6,75.0
tt7754490,Un Nuevo Color,0,2017,\N,\N,"Animation,Horror",7.0,70.0
tt7754506,El Rey de la Navidad,0,2017,\N,\N,"Animation,Horror",7.4,63.0
tt7754540,Odavum Mudiyadhu Oliyavum Mudiyadhu,0,2018,\N,\N,Horror,6.0,5.0
tt7754740,Virus in Paradise,0,2018,\N,11,"Animation,Horror,Sci-Fi",6.3,6.0
tt7757490,Anti Christmas Carol,0,2017,\N,7,"Comedy,Horror,Short",3.9,15.0
tt7758050,16/11/2028 - Appels téléphoniques (Paris - New York),0,2017,\N,\N,"Drama,Horror,Mystery",6.9,12.0
tt7758140,2026 - Masques faciaux de plongées (Océan Atlantique),0,2017,\N,\N,"Drama,Horror,Mystery",7.5,12.0
tt7758300,2004 - Appel enregistré 17 (Nancy),0,2017,\N,\N,"Drama,Horror,Mystery",7.8,12.0
tt7758328,"2027 - Sources multiples (Servon, France)",0,2017,\N,\N,"Drama,Horror,Mystery",6.3,10.0
tt7758334,16/11/2028 - Répondeurs téléphoniques (Paris),0,2017,\N,\N,"Drama,Horror,Mystery",7.0,9.0
tt7758348,16/11/2028 - Prises son d'un long-métrage (Forêt Domaniale d'Orléans),0,2017,\N,\N,"Drama,Horror,Mystery",6.8,10.0
tt7758380,16/11/2028 - Archives NASA (ISS),0,2017,\N,\N,"Drama,Horror,Mystery",7.4,10.0
tt7758408,2020 - Talkies Walkies (Magicland),0,2017,\N,\N,"Drama,Horror,Mystery",7.4,10.0
tt7758426,2025 - Boîte Noire (Boeing 747),0,2017,\N,\N,"Drama,Horror,Mystery",7.4,10.0
tt7758440,"1999 - Sources multiples (Lieu inconnu, France)",0,2017,\N,\N,"Drama,Horror,Mystery",7.8,8.0
tt7762290,100% BEEF,0,2013,\N,1,"Horror,Short",4.2,49.0
tt7762568,Eric: A Tale of Thorn,0,2018,\N,\N,"Drama,Horror,Short",6.7,70.0
tt7762728,Wasp-Men from Mars!,0,2017,\N,17,"Horror,Sci-Fi,Short",8.1,8.0
tt7764604,The Wicked Little Witch,0,2017,\N,14,"Horror,Short",6.3,6.0
tt7764614,TerrorDactyl,0,2018,\N,12,"Horror,Sci-Fi,Short",5.8,12.0
tt7764650,The Thinning: New World Order,0,2018,\N,89,"Action,Drama,Horror",4.0,1992.0
tt7764846,Devil 2.0,0,2017,\N,81,"Fantasy,Horror",3.2,25.0
tt7765048,Steve's Kinkoes,0,2018,\N,8,"Horror,Short",6.3,12.0
tt7765202,Puppets,0,2017,\N,9,"Horror,Short",5.6,5.0
tt7770096,9am to 12pm,0,2019,\N,\N,"Crime,Drama,Horror",6.7,357.0
tt7770166,Idam Porul Aavi,0,2017,\N,110,Horror,6.3,9.0
tt7771454,Hallowed Ground,0,2019,\N,117,"Drama,Horror,Mystery",4.7,562.0
tt7771482,El antagonista,0,2017,\N,\N,"Horror,Short",9.3,7.0
